#Distance(A) Planar-Average-Potential(eV)/Densitiy(e/A)
  0.0000             5.39282
  0.0983             5.39166
  0.1965             5.39081
  0.2948             5.38964
  0.3931             5.38878
  0.4914             5.38762
  0.5896             5.38676
  0.6879             5.38559
  0.7862             5.38473
  0.8844             5.38356
  0.9827             5.38271
  1.0810             5.38153
  1.1793             5.38067
  1.2775             5.37950
  1.3758             5.37865
  1.4741             5.37747
  1.5723             5.37660
  1.6706             5.37544
  1.7689             5.37458
  1.8672             5.37340
  1.9654             5.37253
  2.0637             5.37136
  2.1620             5.37050
  2.2602             5.36933
  2.3585             5.36845
  2.4568             5.36728
  2.5550             5.36641
  2.6533             5.36524
  2.7516             5.36436
  2.8499             5.36320
  2.9481             5.36232
  3.0464             5.36115
  3.1447             5.36026
  3.2429             5.35910
  3.3412             5.35821
  3.4395             5.35704
  3.5378             5.35613
  3.6360             5.35497
  3.7343             5.35406
  3.8326             5.35289
  3.9308             5.35195
  4.0291             5.35078
  4.1274             5.34982
  4.2257             5.34862
  4.3239             5.34761
  4.4222             5.34637
  4.5205             5.34528
  4.6187             5.34396
  4.7170             5.34272
  4.8153             5.34124
  4.9136             5.33976
  5.0118             5.33796
  5.1101             5.33601
  5.2084             5.33364
  5.3066             5.33085
  5.4049             5.32736
  5.5032             5.32298
  5.6015             5.31739
  5.6997             5.31004
  5.7980             5.30045
  5.8963             5.28745
  5.9945             5.27015
  6.0928             5.24624
  6.1911             5.21393
  6.2893             5.16881
  6.3876             5.10702
  6.4859             5.01965
  6.5842             4.89862
  6.6824             4.72524
  6.7807             4.49761
  6.8790             4.16659
  6.9772             3.59868
  7.0755             2.77993
  7.1738             1.84009
  7.2721             0.93640
  7.3703             0.17305
  7.4686            -0.44513
  7.5669            -0.98372
  7.6651            -1.49078
  7.7634            -1.96052
  7.8617            -2.33247
  7.9600            -2.60378
  8.0582            -2.85664
  8.1565            -3.22044
  8.2548            -3.78501
  8.3530            -4.48564
  8.4513            -5.23527
  8.5496            -6.01948
  8.6479            -6.82290
  8.7461            -7.63730
  8.8444            -8.44759
  8.9427            -9.25542
  9.0409           -10.09491
  9.1392           -11.00103
  9.2375           -11.83932
  9.3358           -12.40198
  9.4340           -12.53781
  9.5323           -12.21240
  9.6306           -11.48257
  9.7288           -10.40610
  9.8271            -8.99290
  9.9254            -7.26532
 10.0236            -5.30645
 10.1219            -3.31856
 10.2202            -1.54957
 10.3185            -0.22076
 10.4167             0.60081
 10.5150             1.01497
 10.6133             1.14955
 10.7115             1.00473
 10.8098             0.49977
 10.9081            -0.36430
 11.0064            -1.57139
 11.1046            -3.12080
 11.2029            -4.94981
 11.3012            -6.88581
 11.3994            -8.68966
 11.4977           -10.19604
 11.5960           -11.37069
 11.6943           -12.19569
 11.7925           -12.64265
 11.8908           -12.69864
 11.9891           -12.36550
 12.0873           -11.69565
 12.1856           -10.76972
 12.2839            -9.74592
 12.3822            -8.77073
 12.4804            -7.86333
 12.5787            -6.98010
 12.6770            -6.11757
 12.7752            -5.30238
 12.8735            -4.57654
 12.9718            -3.98177
 13.0701            -3.55446
 13.1683            -3.38715
 13.2666            -3.54549
 13.3649            -3.93864
 13.4631            -4.40300
 13.5614            -4.79182
 13.6597            -5.05537
 13.7579            -5.16771
 13.8562            -5.11310
 13.9545            -4.91310
 14.0528            -4.58606
 14.1510            -4.16988
 14.2493            -3.78743
 14.3476            -3.59481
 14.4458            -3.70203
 14.5441            -4.08060
 14.6424            -4.62182
 14.7407            -5.25979
 14.8389            -5.94843
 14.9372            -6.67053
 15.0355            -7.39039
 15.1337            -8.12073
 15.2320            -8.91185
 15.3303            -9.87121
 15.4286           -10.95809
 15.5268           -11.95100
 15.6251           -12.61180
 15.7234           -12.80946
 15.8216           -12.55354
 15.9199           -11.90822
 16.0182           -10.91458
 16.1165            -9.51931
 16.2147            -7.71728
 16.3130            -5.63893
 16.4113            -3.56904
 16.5095            -1.79674
 16.6078            -0.51496
 16.7061             0.29564
 16.8044             0.74412
 16.9026             0.90183
 17.0009             0.78028
 17.0992             0.30911
 17.1974            -0.50005
 17.2957            -1.71647
 17.3940            -3.39178
 17.4922            -5.43731
 17.5905            -7.56466
 17.6888            -9.46299
 17.7871           -10.97097
 17.8853           -12.09254
 17.9836           -12.83408
 18.0819           -13.17335
 18.1801           -13.04746
 18.2784           -12.42833
 18.3767           -11.40258
 18.4750           -10.17741
 18.5732            -9.00207
 18.6715            -8.01042
 18.7698            -7.15636
 18.8680            -6.32544
 18.9663            -5.49728
 19.0646            -4.70940
 19.1629            -3.99346
 19.2611            -3.39175
 19.3594            -2.93712
 19.4577            -2.62964
 19.5559            -2.36319
 19.6542            -2.02684
 19.7525            -1.58791
 19.8508            -1.08304
 19.9490            -0.55559
 20.0473             0.01929
 20.1456             0.72264
 20.2438             1.56536
 20.3421             2.49338
 20.4404             3.37139
 20.5387             4.05228
 20.6369             4.48547
 20.7352             4.75844
 20.8335             4.95483
 20.9317             5.09809
 21.0300             5.19883
 21.1283             5.27058
 21.2265             5.32133
 21.3248             5.35771
 21.4231             5.38347
 21.5214             5.40192
 21.6196             5.41489
 21.7179             5.42412
 21.8162             5.43049
 21.9144             5.43491
 22.0127             5.43785
 22.1110             5.43975
 22.2093             5.44087
 22.3075             5.44139
 22.4058             5.44155
 22.5041             5.44137
 22.6023             5.44103
 22.7006             5.44044
 22.7989             5.43983
 22.8972             5.43904
 22.9954             5.43828
 23.0937             5.43736
 23.1920             5.43653
 23.2902             5.43555
 23.3885             5.43468
 23.4868             5.43365
 23.5851             5.43276
 23.6833             5.43172
 23.7816             5.43083
 23.8799             5.42975
 23.9781             5.42886
 24.0764             5.42778
 24.1747             5.42689
 24.2730             5.42579
 24.3712             5.42490
